negocio,etapa1_cotacao,etapa2_autorizacao,etapa3_cirurgia,etapa4_faturamento,status,ganho,ano,mes,vendedor,cliente,tipo_pagador,estado,produto,linha_produto,valor,receita_ganha,valor_perdido,motivo_perda,etapa_perda,dias_consignacao,dias_pagamento,ciclo_total_dias,dias_cotacao_autorizacao,dias_cirurgia_faturamento,valor_glosado,valor_recuperado,glosa_nao_recuperada
FH-2025-01821,2025-01-02,2025-01-14,,,Perdido,0,2025,2025-01,Diego Fontes,Bem-Estar Saúde,Operadora verticalizada,PE,Haste intramedular,Ortopedia,82982,0,82982,Cirurgia cancelada,E2 Autorizacao,0,0,0,12,0,0,0,0
FH-2025-02053,2025-01-02,2025-01-12,2025-01-31,2025-03-28,Perdido,0,2025,2025-01,Paulo Menezes,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de joelho,Ortopedia,499390,0,499390,Inadimplência do cliente,E4 Faturamento,42,0,42,10,56,0,0,0
FH-2025-02356,2025-01-02,2025-01-23,2025-01-27,2025-03-06,Ganho,1,2025,2025-01,Anderson Melo,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,75503,75503,0,,,36,109,145,21,38,3658,1190,2468
FH-2025-01843,2025-01-03,2025-01-17,2025-02-03,2025-04-13,Ganho,1,2025,2025-02,Verônica Sá,Hospital Graças,Hospital privado,PE,Stent farmacológico,Cardiologia,14178,14178,0,,,34,119,153,14,69,418,278,140
FH-2025-01890,2025-01-03,2025-01-29,2025-02-01,2025-03-06,Ganho,1,2025,2025-02,Cíntia Barbosa,Hospital Geral de Maceió,Hospital público,RN,Introdutor e guia,Cardiologia,77504,77504,0,,,14,119,133,26,33,2256,1448,808
FH-2025-01984,2025-01-03,2025-01-18,2025-02-05,2025-04-12,Ganho,1,2025,2025-02,Rogério Lins,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,84870,84870,0,,,37,112,149,15,66,3917,1443,2474
FH-2025-02019,2025-01-03,2025-01-13,2025-01-17,2025-02-14,Ganho,1,2025,2025-01,Paulo Menezes,Clínica Ortopédica Boa Viagem,Hospital privado,PE,Marcapasso,Cardiologia,80740,80740,0,,,34,105,139,10,28,4201,1131,3070
FH-2025-02047,2025-01-04,2025-01-30,2025-02-01,,Perdido,0,2025,2025-02,Diego Fontes,AssistCare Planos,Operadora não verticalizada,PE,Implante de quadril,Ortopedia,55952,0,55952,Extravio intra-hospitalar,E3 Cirurgia,48,0,48,26,0,0,0,0
FH-2025-01933,2025-01-05,2025-01-12,2025-02-01,2025-04-22,Ganho,1,2025,2025-02,Cíntia Barbosa,Hospital Municipal do Cabo,Hospital público,PE,Placas e parafusos,Ortopedia,100984,100984,0,,,27,108,135,7,80,5284,1760,3524
FH-2025-02137,2025-01-05,2025-01-19,2025-01-23,2025-04-27,Ganho,1,2025,2025-01,Anderson Melo,AssistCare Planos,Operadora não verticalizada,PE,Implante de joelho,Ortopedia,54114,54114,0,,,29,110,139,14,94,3202,1422,1780
FH-2025-02389,2025-01-05,,,,Perdido,0,2025,2025-01,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,239794,0,239794,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02105,2025-01-06,2025-01-27,2025-02-02,2025-02-20,Ganho,1,2025,2025-02,Anderson Melo,Hospital Municipal de Jaboatão,Hospital público,PE,Kit de consumo cirúrgico,Cirurgia geral,24513,24513,0,,,29,114,143,21,18,1750,1121,629
FH-2025-02310,2025-01-07,2025-02-02,2025-02-20,2025-04-30,Ganho,1,2025,2025-02,Anderson Melo,AssistCare Planos,Operadora não verticalizada,PE,Placas e parafusos,Ortopedia,42852,42852,0,,,32,119,151,26,69,2719,1798,921
FH-2025-02392,2025-01-07,,,,Perdido,0,2025,2025-01,Verônica Sá,Hospital Graças,Hospital privado,PE,Implante de joelho,Ortopedia,190588,0,190588,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-01997,2025-01-08,2025-01-23,2025-01-29,2025-04-07,Ganho,1,2025,2025-01,Rogério Lins,Hospital Sete Coqueiros,Hospital privado,PE,Cateter para angioplastia,Cardiologia,153390,153390,0,,,41,140,181,15,68,7813,2605,5208
FH-2025-02226,2025-01-09,,,,Perdido,0,2025,2025-01,Joana Rios,Clínica Ortopédica Boa Viagem,Hospital privado,PE,Malha e tela cirúrgica,Cirurgia geral,59434,0,59434,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02168,2025-01-10,2025-01-24,2025-01-26,2025-02-18,Ganho,1,2025,2025-01,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,339881,339881,0,,,43,130,173,14,23,26480,15680,10800
FH-2025-02367,2025-01-10,2025-02-05,2025-02-10,2025-03-04,Ganho,1,2025,2025-02,Verônica Sá,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de joelho,Ortopedia,168680,168680,0,,,34,124,158,26,22,11065,5109,5956
FH-2025-02244,2025-01-11,2025-01-16,2025-02-03,2025-05-06,Perdido,0,2025,2025-02,Paulo Menezes,UniCosta Saúde,Operadora não verticalizada,PB,Implante de quadril,Ortopedia,216869,0,216869,Divergência na folha de sala,E4 Faturamento,44,0,44,5,92,0,0,0
FH-2025-02257,2025-01-11,,,,Perdido,0,2025,2025-01,Rogério Lins,Prever Saúde,Operadora não verticalizada,PE,Stent farmacológico,Cardiologia,120416,0,120416,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-01974,2025-01-12,2025-02-02,,,Perdido,0,2025,2025-01,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,495314,0,495314,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,21,0,0,0,0
FH-2025-02200,2025-01-12,,,,Perdido,0,2025,2025-01,Tatiana Coelho,Hospital Vale do Capibaribe,Hospital privado,PE,Placas e parafusos,Ortopedia,110746,0,110746,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-01871,2025-01-13,2025-01-19,2025-01-30,2025-04-28,Ganho,1,2025,2025-01,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,342342,342342,0,,,43,108,151,6,88,26843,9183,17660
FH-2025-02056,2025-01-13,,,,Perdido,0,2025,2025-01,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,282783,0,282783,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02199,2025-01-13,,,,Perdido,0,2025,2025-01,Tatiana Coelho,Prever Saúde,Operadora não verticalizada,PE,Marcapasso,Cardiologia,123629,0,123629,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-01919,2025-01-14,,,,Perdido,0,2025,2025-01,Marcelo Bastos,Prever Saúde,Operadora não verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,97771,0,97771,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02397,2025-01-14,,,,Perdido,0,2025,2025-01,Tatiana Coelho,Hospital Madalena,Hospital privado,AL,Grampeador cirúrgico,Cirurgia geral,29602,0,29602,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02247,2025-01-15,2025-02-08,2025-02-16,2025-03-22,Ganho,1,2025,2025-02,Anderson Melo,Bem-Estar Saúde,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,112094,112094,0,,,27,114,141,24,34,6123,2420,3703
FH-2025-02110,2025-01-16,2025-02-01,2025-02-12,2025-04-18,Perdido,0,2025,2025-02,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,96646,0,96646,Inadimplência do cliente,E4 Faturamento,43,0,43,16,65,0,0,0
FH-2025-02043,2025-01-17,2025-01-29,2025-02-11,2025-04-13,Ganho,1,2025,2025-02,Joana Rios,Hospital Estadual de Arapiraca,Hospital público,PE,Kit de consumo cirúrgico,Cirurgia geral,76480,76480,0,,,20,88,108,12,61,3043,1571,1472
FH-2025-02238,2025-01-17,2025-02-10,2025-02-17,2025-05-02,Ganho,1,2025,2025-02,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,98820,98820,0,,,45,132,177,24,74,9895,4422,5473
FH-2025-01844,2025-01-18,2025-02-06,2025-02-10,2025-04-03,Ganho,1,2025,2025-02,Paulo Menezes,Bem-Estar Saúde,Operadora verticalizada,PE,Haste intramedular,Ortopedia,69587,69587,0,,,36,99,135,19,52,6287,1922,4365
FH-2025-02381,2025-01-18,2025-01-25,2025-01-28,,Perdido,0,2025,2025-01,Diego Fontes,Hospital Municipal de Caruaru,Hospital público,RN,Implante de joelho,Ortopedia,51805,0,51805,Troca de fornecedor em sala,E3 Cirurgia,57,0,57,7,0,0,0,0
FH-2025-02259,2025-01-19,2025-01-31,2025-02-19,2025-05-05,Ganho,1,2025,2025-02,Marcelo Bastos,Hospital Jaguaribe,Hospital privado,AL,Kit de consumo cirúrgico,Cirurgia geral,41416,41416,0,,,37,131,168,12,75,2320,1169,1151
FH-2025-02268,2025-01-21,2025-02-08,,,Perdido,0,2025,2025-01,Joana Rios,Hospital Prazeres,Hospital privado,PE,Stent farmacológico,Cardiologia,120194,0,120194,Autorização expirou,E2 Autorizacao,0,0,0,18,0,0,0,0
FH-2025-02376,2025-01-22,,,,Perdido,0,2025,2025-01,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,76016,0,76016,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02049,2025-01-23,2025-01-29,2025-02-18,2025-05-19,Ganho,1,2025,2025-02,Verônica Sá,Hospital Areia Preta,Hospital privado,AL,Stent farmacológico,Cardiologia,36813,36813,0,,,36,108,144,6,90,2179,1032,1147
FH-2025-01918,2025-01-24,,,,Perdido,0,2025,2025-01,Rogério Lins,AssistCare Planos,Operadora não verticalizada,PE,Material para artroscopia,Ortopedia,148392,0,148392,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02062,2025-01-24,2025-02-15,2025-03-05,2025-05-11,Ganho,1,2025,2025-03,Cíntia Barbosa,Hospital Municipal do Cabo,Hospital público,PE,Malha e tela cirúrgica,Cirurgia geral,31984,31984,0,,,14,129,143,22,67,1304,435,869
FH-2025-01832,2025-01-25,2025-02-11,2025-03-03,2025-05-07,Perdido,0,2025,2025-03,Ricardo Aragão,AssistCare Planos,Operadora não verticalizada,PE,Implante de joelho,Ortopedia,364095,0,364095,Glosa não recuperada,E4 Faturamento,63,0,63,17,65,0,0,0
FH-2025-02189,2025-01-25,2025-02-11,2025-03-04,2025-03-30,Ganho,1,2025,2025-03,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,164734,164734,0,,,46,138,184,17,26,14932,9869,5063
FH-2025-02072,2025-01-26,2025-02-03,2025-02-16,,Perdido,0,2025,2025-02,Paulo Menezes,Prever Saúde,Operadora não verticalizada,PE,Material para artroscopia,Ortopedia,68671,0,68671,Troca de fornecedor em sala,E3 Cirurgia,25,0,25,8,0,0,0,0
FH-2025-02258,2025-01-26,2025-02-03,2025-02-07,2025-05-14,Ganho,1,2025,2025-02,Cíntia Barbosa,Bem-Estar Saúde,Operadora verticalizada,PE,Haste intramedular,Ortopedia,197775,197775,0,,,24,131,155,8,96,5237,1454,3783
FH-2025-01889,2025-01-27,2025-02-03,2025-02-05,2025-05-05,Ganho,1,2025,2025-02,Paulo Menezes,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,267091,267091,0,,,45,125,170,7,89,22190,7034,15156
FH-2025-01893,2025-01-27,2025-02-12,2025-02-17,2025-05-16,Ganho,1,2025,2025-02,Diego Fontes,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,186446,186446,0,,,61,145,206,16,88,25889,14814,11075
FH-2025-02034,2025-01-27,,,,Perdido,0,2025,2025-01,Rogério Lins,Prever Saúde,Operadora não verticalizada,PE,Stent farmacológico,Cardiologia,61051,0,61051,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02106,2025-01-27,2025-02-02,2025-02-05,2025-04-15,Ganho,1,2025,2025-02,Marcelo Bastos,Hospital Vale do Capibaribe,Hospital privado,PE,Placas e parafusos,Ortopedia,26566,26566,0,,,45,130,175,6,69,1384,405,979
FH-2025-01982,2025-02-01,,,,Perdido,0,2025,2025-02,Anderson Melo,Vitalis Rede Integrada,Operadora verticalizada,PE,Haste intramedular,Ortopedia,92046,0,92046,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02066,2025-02-01,,,,Perdido,0,2025,2025-02,Anderson Melo,Vitalis Rede Integrada,Operadora verticalizada,PE,Kit de consumo cirúrgico,Cirurgia geral,113038,0,113038,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-01998,2025-02-02,,,,Perdido,0,2025,2025-02,Joana Rios,Hospital Madalena,Hospital privado,AL,Implante de joelho,Ortopedia,54485,0,54485,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02052,2025-02-02,,,,Perdido,0,2025,2025-02,Rogério Lins,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de joelho,Ortopedia,59160,0,59160,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02308,2025-02-02,,,,Perdido,0,2025,2025-02,Paulo Menezes,Clínica Ortopédica Boa Viagem,Hospital privado,PE,Implante de joelho,Ortopedia,156233,0,156233,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02138,2025-02-03,,,,Perdido,0,2025,2025-02,Marcelo Bastos,Hospital Farol de Maceió,Hospital privado,AL,Stent farmacológico,Cardiologia,154043,0,154043,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02185,2025-02-03,2025-02-07,2025-02-18,,Perdido,0,2025,2025-02,Diego Fontes,Bem-Estar Saúde,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,372260,0,372260,Material devolvido sem uso,E3 Cirurgia,64,0,64,4,0,0,0,0
FH-2025-02266,2025-02-03,2025-02-23,2025-02-27,2025-04-30,Ganho,1,2025,2025-02,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,185844,185844,0,,,61,173,234,20,62,26248,14717,11531
FH-2025-02344,2025-02-03,2025-02-16,2025-03-05,2025-04-24,Ganho,1,2025,2025-03,Rogério Lins,Hospital Madalena,Hospital privado,AL,Implante de joelho,Ortopedia,307198,307198,0,,,51,132,183,13,50,15614,9712,5902
FH-2025-01851,2025-02-05,2025-02-14,2025-02-21,,Perdido,0,2025,2025-02,Tatiana Coelho,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,505337,0,505337,Troca de fornecedor em sala,E3 Cirurgia,12,0,12,9,0,0,0,0
FH-2025-01941,2025-02-06,2025-02-23,2025-03-15,2025-05-28,Ganho,1,2025,2025-03,Cíntia Barbosa,Bem-Estar Saúde,Operadora verticalizada,PE,Kit de consumo cirúrgico,Cirurgia geral,74968,74968,0,,,26,108,134,17,74,3091,1412,1679
FH-2025-02128,2025-02-06,2025-02-12,2025-03-03,2025-06-02,Ganho,1,2025,2025-03,Tatiana Coelho,Hospital Cabo Branco,Hospital privado,PE,Placas e parafusos,Ortopedia,48778,48778,0,,,20,98,118,6,91,1279,842,437
FH-2025-02233,2025-02-06,2025-03-01,2025-03-10,2025-04-10,Ganho,1,2025,2025-03,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,237698,237698,0,,,49,144,193,23,31,32040,13341,18699
FH-2025-01908,2025-02-08,2025-03-04,2025-03-07,2025-06-10,Ganho,1,2025,2025-03,Verônica Sá,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,124344,124344,0,,,31,120,151,24,95,4416,2759,1657
FH-2025-02144,2025-02-08,2025-02-13,,,Perdido,0,2025,2025-02,Paulo Menezes,Centro Cirúrgico Casa Forte,Hospital privado,PE,Implante de quadril,Ortopedia,131582,0,131582,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,5,0,0,0,0
FH-2025-01912,2025-02-09,2025-03-03,2025-03-11,2025-04-27,Ganho,1,2025,2025-03,Joana Rios,Hospital Vale do Capibaribe,Hospital privado,PE,Implante de quadril,Ortopedia,16793,16793,0,,,17,65,82,22,47,443,309,134
FH-2025-02060,2025-02-09,,,,Perdido,0,2025,2025-02,Marcelo Bastos,AssistCare Planos,Operadora não verticalizada,PE,Haste intramedular,Ortopedia,211221,0,211221,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02245,2025-02-10,2025-03-06,2025-03-16,2025-05-24,Ganho,1,2025,2025-03,Tatiana Coelho,Clínica Cirúrgica Derby,Hospital privado,PB,Grampeador cirúrgico,Cirurgia geral,53473,53473,0,,,16,108,124,24,69,1569,1073,496
FH-2025-01898,2025-02-12,2025-02-15,2025-02-19,2025-04-24,Ganho,1,2025,2025-02,Cíntia Barbosa,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,43006,43006,0,,,19,132,151,3,64,1914,622,1292
FH-2025-02167,2025-02-12,2025-02-23,,,Perdido,0,2025,2025-02,Paulo Menezes,Hospital Piedade,Hospital privado,RN,Malha e tela cirúrgica,Cirurgia geral,32326,0,32326,Cirurgia cancelada,E2 Autorizacao,0,0,0,11,0,0,0,0
FH-2025-02223,2025-02-12,,,,Perdido,0,2025,2025-02,Joana Rios,AssistCare Planos,Operadora não verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,79826,0,79826,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-01839,2025-02-13,2025-02-22,2025-03-03,2025-03-24,Ganho,1,2025,2025-03,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,293254,293254,0,,,49,146,195,9,21,28396,12212,16184
FH-2025-01910,2025-02-13,,,,Perdido,0,2025,2025-02,Marcelo Bastos,UniCosta Saúde,Operadora não verticalizada,PB,Haste intramedular,Ortopedia,102721,0,102721,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02362,2025-02-13,2025-03-03,2025-03-12,2025-05-24,Ganho,1,2025,2025-03,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Marcapasso,Cardiologia,186698,186698,0,,,36,137,173,18,73,13185,7414,5771
FH-2025-02181,2025-02-14,,,,Perdido,0,2025,2025-02,Tatiana Coelho,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de joelho,Ortopedia,344620,0,344620,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02028,2025-02-15,2025-03-10,2025-03-24,2025-05-13,Ganho,1,2025,2025-03,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Haste intramedular,Ortopedia,123456,123456,0,,,37,119,156,23,50,8881,5775,3106
FH-2025-01822,2025-02-16,2025-02-20,2025-03-01,2025-05-22,Ganho,1,2025,2025-03,Joana Rios,Hospital Farol de Maceió,Hospital privado,AL,Cateter para angioplastia,Cardiologia,182080,182080,0,,,21,72,93,4,82,5056,2358,2698
FH-2025-01869,2025-02-16,2025-02-24,2025-03-01,2025-05-07,Ganho,1,2025,2025-03,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,360109,360109,0,,,72,172,244,8,67,40978,20913,20065
FH-2025-02057,2025-02-16,2025-03-13,2025-03-21,2025-06-02,Ganho,1,2025,2025-03,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Marcapasso,Cardiologia,435051,435051,0,,,46,145,191,25,73,54460,35080,19380
FH-2025-02058,2025-02-16,2025-03-11,2025-03-19,2025-04-25,Ganho,1,2025,2025-03,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Marcapasso,Cardiologia,217077,217077,0,,,46,178,224,23,37,20200,7704,12496
FH-2025-01862,2025-02-17,,,,Perdido,0,2025,2025-02,Anderson Melo,Clínica Ortopédica Boa Viagem,Hospital privado,PE,Kit de consumo cirúrgico,Cirurgia geral,72612,0,72612,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02281,2025-02-17,2025-03-14,2025-04-01,2025-05-29,Perdido,0,2025,2025-04,Joana Rios,Hospital Rio Doce,Hospital privado,AL,Grampeador cirúrgico,Cirurgia geral,138587,0,138587,Inadimplência do cliente,E4 Faturamento,17,0,17,25,58,0,0,0
FH-2025-02360,2025-02-17,2025-03-13,2025-03-29,2025-06-27,Ganho,1,2025,2025-03,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,156397,156397,0,,,35,145,180,24,90,18116,7032,11084
FH-2025-01892,2025-02-18,,,,Perdido,0,2025,2025-02,Marcelo Bastos,Prever Saúde,Operadora não verticalizada,PE,Implante de quadril,Ortopedia,73187,0,73187,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02030,2025-02-18,2025-03-03,2025-03-22,2025-04-11,Ganho,1,2025,2025-03,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,134512,134512,0,,,76,151,227,13,20,16293,7652,8641
FH-2025-02139,2025-02-18,2025-02-22,2025-03-01,2025-05-03,Ganho,1,2025,2025-03,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,165644,165644,0,,,37,125,162,4,63,17148,7195,9953
FH-2025-02278,2025-02-18,2025-03-02,2025-03-18,2025-05-12,Perdido,0,2025,2025-03,Joana Rios,Hospital Geral de Mossoró,Hospital público,RN,Material para artroscopia,Ortopedia,118531,0,118531,Glosa não recuperada,E4 Faturamento,15,0,15,12,55,0,0,0
FH-2025-02304,2025-02-18,2025-02-23,2025-03-09,2025-04-30,Ganho,1,2025,2025-03,Diego Fontes,Bem-Estar Saúde,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,151408,151408,0,,,59,156,215,5,52,17901,10959,6942
FH-2025-02184,2025-02-19,2025-02-26,2025-03-18,2025-05-17,Ganho,1,2025,2025-03,Joana Rios,Hospital Graças,Hospital privado,PE,Implante de joelho,Ortopedia,105878,105878,0,,,16,67,83,7,60,4232,1861,2371
FH-2025-02021,2025-02-20,,,,Perdido,0,2025,2025-02,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,296562,0,296562,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02059,2025-02-22,2025-03-06,2025-03-17,2025-05-21,Ganho,1,2025,2025-03,Diego Fontes,Bem-Estar Saúde,Operadora verticalizada,PE,Haste intramedular,Ortopedia,83378,83378,0,,,59,141,200,12,65,6598,3397,3201
FH-2025-02149,2025-02-22,2025-02-25,2025-03-03,2025-03-29,Ganho,1,2025,2025-03,Marcelo Bastos,Hospital Municipal de Jaboatão,Hospital público,PE,Haste intramedular,Ortopedia,66880,66880,0,,,37,121,158,3,26,3648,2235,1413
FH-2025-02017,2025-02-23,,,,Perdido,0,2025,2025-02,Cíntia Barbosa,Hospital Geral de Maceió,Hospital público,RN,Implante de joelho,Ortopedia,47401,0,47401,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2025-02141,2025-02-23,2025-03-18,2025-04-02,2025-05-09,Ganho,1,2025,2025-04,Diego Fontes,Prever Saúde,Operadora não verticalizada,PE,Material para artroscopia,Ortopedia,71205,71205,0,,,62,154,216,23,37,6503,3557,2946
FH-2025-02398,2025-02-23,2025-03-17,2025-03-19,2025-05-22,Ganho,1,2025,2025-03,Diego Fontes,Prever Saúde,Operadora não verticalizada,PE,Haste intramedular,Ortopedia,231863,231863,0,,,62,146,208,22,64,21241,15268,5973
FH-2025-01929,2025-02-24,2025-03-20,2025-04-08,2025-04-27,Ganho,1,2025,2025-04,Paulo Menezes,Hospital Universitário de João Pessoa,Hospital público,PE,Grampeador cirúrgico,Cirurgia geral,102457,102457,0,,,34,115,149,24,19,5639,2204,3435
FH-2025-01907,2025-02-25,2025-03-05,2025-03-23,2025-06-08,Ganho,1,2025,2025-03,Verônica Sá,UniCosta Saúde,Operadora não verticalizada,PB,Cateter para angioplastia,Cardiologia,100447,100447,0,,,37,116,153,8,77,6939,2703,4236
FH-2025-02243,2025-02-25,2025-03-01,2025-03-12,2025-04-20,Ganho,1,2025,2025-03,Rogério Lins,AssistCare Planos,Operadora não verticalizada,PE,Kit de consumo cirúrgico,Cirurgia geral,87457,87457,0,,,50,126,176,4,39,5814,2904,2910
FH-2025-02366,2025-02-25,2025-03-19,2025-03-22,2025-04-27,Ganho,1,2025,2025-03,Marcelo Bastos,Hospital Nossa Senhora do Carmo,Hospital privado,PE,Kit de consumo cirúrgico,Cirurgia geral,29285,29285,0,,,34,114,148,22,36,3174,2060,1114
FH-2025-02130,2025-02-26,2025-03-19,2025-03-23,2025-06-11,Ganho,1,2025,2025-03,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,55384,55384,0,,,52,127,179,21,80,6265,1875,4390
